Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421506881713867,0.846382371509193,0.7650357226438931,0.7890167347989413,535796800
2000-01-04,0.7711489796638489,0.8322760534713024,0.7612743149027466,0.8144082701718367,512377600
2000-01-05,0.782433032989502,0.8318055341495458,0.7749101155704857,0.7805522910787227,778321600
2000-01-06,0.7147228121757507,0.8050037798309092,0.7147228121757507,0.7984212059086991,767972800
2000-01-07,0.7485785484313965,0.7598638084013778,0.7184852082411263,0.7260081289396798,460734400
2000-01-10,0.7354122996330261,0.7692671116434155,0.7128418892356713,0.7673863696705593,505064000
2000-01-11,0.6977952122688293,0.747637913977559,0.6808678310802784,0.7217762172324069,441548800
2000-01-12,0.6559464931488037,0.7184849454334651,0.6507736112775433,0.7147226075382266,976068800
2000-01-13,0.7278888821601868,0.7429355786224439,0.6959147965722561,0.7108435165599533,1032684800
2000-01-14,0.7556312084197998,0.7692673068772014,0.7476380906746496,0.7523399216880253,390376000
2000-01-18,0.7819628715515137,0.7974805615481513,0.7556309785364955,0.759863463903625,459177600
2000-01-19,0.8017124533653259,0.8181696909458214,0.7777314422447832,0.7946588780034443,597643200
2000-01-20,0.8539060950279236,0.9140927667079387,0.8539060950279236,0.8689527378358696,1831132800
2000-01-21,0.83744877576828,0.8595482396278395,0.828984656550477,0.8595482396278395,495924800
2000-01-24,0.7993613481521606,0.8482627993526353,0.7908971805299152,0.8158185310868615,440876800
2000-01-25,0.8445013165473938,0.8510847924195621,0.7702083166359831,0.7899568357365733,497145600
2000-01-26,0.8289845585823059,0.8590779399503575,0.8256933225731637,0.8275740145143571,367158400
2000-01-27,0.8275738954544067,0.8501443551382346,0.8050034859946795,0.818639580424875,340144000
2000-01-28,0.7645653486251831,0.8341565745089112,0.7570424303005661,0.813937905952743,423348800
2000-01-31,0.7805522680282593,0.7814926640679287,0.7109611028010431,0.7598634547073341,701680000
2000-02-01,0.7542204856872559,0.7899568964742263,0.7523397937809388,0.7824331243668206,318035200
2000-02-02,0.7434055209159851,0.7683268748743624,0.7297693737588272,0.7579828678909191,464195200
2000-02-03,0.7772612571716309,0.7843148321966601,0.7542205932836393,0.75469079143935,475193600
2000-02-04,0.8125272989273071,0.827573937995997,0.7796119786569102,0.7819629187021931,425320000
2000-02-07,0.8581375479698181,0.8595481422688019,0.7970104891870416,0.8125273780446204,441067200
2000-02-08,0.8642507791519165,0.8736543388381588,0.8369784872768857,0.8576673029790828,408643200
2000-02-09,0.847322404384613,0.8811780704369115,0.8459119106754268,0.8586076598847812,299364800
2000-02-10,0.8539060950279236,0.8567271836040521,0.8275741436572664,0.8492042137688887,302982400
2000-02-11,0.8181696534156799,0.8586078500376669,0.8144081686111304,0.8548463652331174,212251200
2000-02-14,0.8713035583496094,0.871773756482619,0.8172292161060384,0.8224012448968098,367539200
2000-02-15,0.8952845931053162,0.9023381679941569,0.8666018030231659,0.8670720011697981,485744000
2000-02-16,0.8586077094078064,0.8887018932243794,0.8435610695164731,0.8858800016093907,378246400
2000-02-17,0.8642507791519165,0.8689525589950376,0.8510848312883553,0.8666016690734771,289497600
2000-02-18,0.8369786143302917,0.8680122946114499,0.8341566720966156,0.8623701177639375,233441600
2000-02-22,0.8562568426132202,0.8797676512621274,0.8026526529196414,0.828514401805939,422296000
2000-02-23,0.8745946884155273,0.8952844070499312,0.8350968469280304,0.8519071554263038,473099200
2000-02-24,0.8667187690734863,0.896224827486641,0.840739899260435,0.8825886819049066,376432000
2000-02-25,0.8303949236869812,0.8802376691081883,0.8285142321511069,0.863780437903008,249144000
2000-02-28,0.8520253300666809,0.8651912810683217,0.815348615953792,0.8285145669554328,328328000
2000-02-29,0.8623700141906738,0.8821185348191427,0.8468523723280038,0.8543760439908029,368961600
2000-03-01,0.9803926944732666,0.9935586447340149,0.8915231329025891,0.8919933310621546,1077003200
2000-03-02,0.9178547859191895,0.9625247039629214,0.9079801249899303,0.9554719343677179,311259200
2000-03-03,0.9629949331283569,0.9647586028970992,0.9028082708829528,0.9394841242434006,323366400
2000-03-06,0.945597767829895,0.971459476739471,0.9404248836274063,0.9479486587746899,210560000
2000-03-07,0.9244373440742493,0.9587632062437255,0.9112713975547246,0.9512394351392528,273011200
2000-03-08,0.9178547859191895,0.9324313267279848,0.8919930905310153,0.9244373574816191,271230400
2000-03-09,0.9197356700897217,0.9404244860503344,0.8896422898432919,0.9093908100924618,276718400
2000-03-10,0.9460676312446594,0.9625248665156726,0.9103311684437928,0.9155040508153223,248606400
2000-03-13,0.9126825332641602,0.9517101979577525,0.8990463806263045,0.9187957139186375,303956800
2000-03-14,0.859548032283783,0.934782229808264,0.857667240125798,0.911976670634765,428579200
2000-03-15,0.8745946884155273,0.9046888702692989,0.8586076534077313,0.8698929088227673,443609600
2000-03-16,0.9145627617835999,0.9178548513852378,0.8614287731191455,0.8825886905852175,378100800
2000-03-17,0.9404241442680359,0.9404241442680359,0.8999859187209804,0.9037483055779137,305043200
2000-03-20,0.925378143787384,0.9498292553884886,0.9206762619250223,0.9291404327735782,204489600
2000-03-21,1.015188455581665,1.0288244994035924,0.9150336664225839,0.9220864357730832,524328000
2000-03-22,1.0847795009613037,1.086190898506333,0.989796795587539,0.9989662087893043,567996800
2000-03-23,1.0631507635116577,1.1313314102351595,1.0532760991853225,1.068322742755027,562564800
2000-03-24,1.0434014797210693,1.0828993351387686,1.019420466734768,1.071614075743619,446913600
2000-03-27,1.0499845743179321,1.0890122209981674,1.0297650520530022,1.035408132246161,279182400
2000-03-28,1.0466935634613037,1.0683227816453427,1.0316460153096936,1.032586411732989,202966400
2000-03-29,1.0227127075195312,1.0490446149971022,1.006842787192196,1.0485745171615803,239836800
2000-03-30,0.9460676312446594,1.035878283221476,0.9437166406837513,1.0048438015424255,414400000
2000-03-31,1.0217727422714233,1.0325869045071288,0.9479489761580838,0.958764042428381,404633600
2000-04-03,1.0029627084732056,1.0495141156941563,0.9738097311185073,1.0194199388114524,328563200
2000-04-04,0.957822859287262,1.0006119867725727,0.8783569780709507,0.9977908989204453,660329600
2000-04-05,0.9808634519577026,0.9996715745530581,0.9329015440059195,0.9514745173559362,457665600
2000-04-06,0.9418364763259888,1.0118979428075718,0.927259121303097,0.9827449403824644,259627200
2000-04-07,0.9912077784538269,0.992148074347562,0.9441869568731903,0.9573529074536462,242435200
2000-04-10,0.9404241442680359,0.9987309952847895,0.9385434530804461,0.9907370281437353,212262400
2000-04-11,0.8985759615898132,0.9394843090061525,0.8882310991798261,0.9291403506302832,541822400
2000-04-12,0.8219309449195862,0.8952844562337751,0.7890165272220577,0.8952844562337751,941136000
2000-04-13,0.8562568426132202,0.9028082618187352,0.8162887993891859,0.8388592620776013,529827200
2000-04-14,0.8416802883148193,0.8877606522310382,0.820050173176834,0.8224011132414167,667620800
2000-04-17,0.9319614171981812,0.932431615376512,0.8205205816767958,0.8238127222868589,409561600
2000-04-18,0.954531729221344,0.954531729221344,0.8981056436938694,0.9291402267873019,390924800
2000-04-19,0.911271870136261,0.9799227260434384,0.9009270059594618,0.9493592358171103,520150400
2000-04-20,0.8943442106246948,0.9385439420212539,0.8807080623688524,0.930550774301508,722120000
2000-04-24,0.9065698981285095,0.9065698981285095,0.8633105614525834,0.8651912536889338,443620800
2000-04-25,0.9653457999229431,0.9686378893177763,0.918324991763568,0.9187951898003415,391641600
2000-04-26,0.9126825332641602,0.9629953590706399,0.9028086702040735,0.9526504941194798,366912000
2000-04-27,0.9535907506942749,0.9554723472240162,0.8770639537172861,0.8816486125263,326603200
2000-04-28,0.9333717226982117,0.9592335213151584,0.9126821029978717,0.9564124332634037,249580800
2000-05-01,0.9352526068687439,0.9413657852415662,0.9169146789218371,0.9394841891377901,226195200
2000-05-02,0.8868201971054077,0.9498288420618738,0.8839991093949102,0.9272584327584853,236432000
2000-05-03,0.8656613230705261,0.9122119395706284,0.8397996239192734,0.8948143084819012,489798400
2000-05-04,0.8327459096908569,0.8670717715811629,0.8318055136465964,0.8661313755369023,399515200
2000-05-05,0.8510850071907043,0.863310561433136,0.8329812726714673,0.8336865197040538,284076800
2000-05-08,0.828514575958252,0.8553166262146781,0.8275741795759832,0.8433261203236914,184900800
2000-05-09,0.7932480573654175,0.8369783812178042,0.7890164259083634,0.8299248083130318,327140800
2000-05-10,0.7471678853034973,0.7899570231616256,0.7429353986895322,0.782903448011653,535091200
2000-05-11,0.773499608039856,0.7843146655646233,0.7448168234977242,0.7626846007391921,499744000
2000-05-12,0.8097063302993774,0.831335595977036,0.7881933836690062,0.7974807765469407,306913600
2000-05-15,0.7598636746406555,0.8129976232080373,0.7532802475441829,0.8129976232080373,678932800
2000-05-16,0.7951290011405945,0.8205205039510552,0.7730295884042294,0.7863126605717481,440451200
2000-05-17,0.7626846432685852,0.7800822234243756,0.7551608712667665,0.7796120253423415,398092800
2000-05-18,0.7579826712608337,0.7894865395503036,0.7570422752727649,0.774910050166558,373777600
2000-05-19,0.7071999311447144,0.7466977848126981,0.7024972460678762,0.7466977848126981,740667200
2000-05-22,0.6766352653503418,0.7053189004071936,0.6470120880995486,0.7053189004071936,755507200
2000-05-23,0.6456015706062317,0.702496987639615,0.6441910267674927,0.6808677782278892,517585600
2000-05-24,0.6597080826759338,0.6752249238833302,0.6244418633004777,0.6484228743951059,678462400
2000-05-25,0.6565338969230652,0.697090070471582,0.6470123088025421,0.6658212899965585,406750400
2000-05-26,0.6498333811759949,0.6761652811900071,0.6413701158116126,0.662058934881994,181148800
2000-05-30,0.658767580986023,0.662999212913351,0.6150381060835312,0.6592377288285453,713059200
