Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
58,2007-12-31,46.56971740722656,46.84470439696735,46.00356952925953,46.58589569363889,11982308
59,2008-01-01,47.427040100097656,47.86378375464772,46.37562230370181,46.812365958251874,16687746
60,2008-01-02,47.16822052001953,47.78289452111501,46.47266824541341,47.42702924008274,13437280
61,2008-01-03,49.109317779541016,49.303426587446644,46.31092932834871,46.877077458448326,31815218
62,2008-01-04,48.850486755371094,50.46805210608601,48.526973685228114,49.82102596580005,28011310
63,2008-01-07,48.44609069824219,49.562208048751096,47.92846895885296,48.54314285465986,15858063
64,2008-01-08,46.79618453979492,49.17400682120997,46.230036586502166,48.494628399673175,13282666
65,2008-01-09,46.052101135253906,47.054992659791424,45.93887066849642,46.8447100146289,13113527
66,2008-01-10,44.9521598815918,47.55644320720231,44.644820653351026,46.26239068901402,18023003
67,2008-01-11,45.63153839111328,46.068281994160536,43.83603788701402,45.56683400994789,11629440
68,2008-01-14,46.32710647583008,46.81237633558706,44.98452740808825,45.71243219772373,10264240
69,2008-01-15,44.91980743408203,47.265277609880734,44.54776821481673,47.071173243605,11558334
70,2008-01-16,43.9977912902832,44.968330610454416,42.881673704842704,44.59629141530758,14834065
71,2008-01-17,45.17860794067383,46.18149923378999,43.22135143244643,44.15953836293843,16169395
72,2008-01-18,43.075775146484375,44.85509693192632,42.703731626459785,44.806566463800266,13254156
73,2008-01-21,35.748207092285156,42.703738891409635,31.138143124483168,42.703738891409635,33202389
74,2008-01-22,32.157203674316406,33.968877553369225,25.54136033342955,32.22190584271904,58755707
75,2008-01-23,35.748207092285156,37.12313779676325,32.674832576392944,32.674832576392944,28425991
76,2008-01-24,35.82908248901367,38.36866105191106,34.13063881412348,37.67310880549381,29911930
77,2008-01-25,37.67310333251953,37.851033746012135,36.152590317863954,37.527520712079145,12550722
78,2008-01-28,38.07750701904297,38.368667966769344,34.13064496519897,37.155493694636284,13601109
79,2008-01-29,37.4466552734375,38.72453395012439,36.88050727023432,38.174559848984444,7679877
80,2008-01-30,35.37616729736328,37.68928509516925,34.907071545085024,37.527528544442575,9016102
81,2008-01-31,33.063045501708984,35.8452588999986,32.67483023993831,35.748204536065046,41538563
82,2008-02-01,34.21152114868164,34.45415598820523,33.321860070428464,33.62919709503226,9089201
83,2008-02-04,35.97465896606445,36.395226363649414,34.85853939883135,34.85853939883135,12009385
84,2008-02-05,37.090782165527344,37.57605178088616,35.262934158594526,36.03936466558324,14593303
85,2008-02-06,36.76727294921875,37.204016526485546,34.7129660115404,36.07172063842287,12429218
86,2008-02-07,35.036476135253906,37.51135253882172,34.81001741574167,36.26582629055914,11300078
87,2008-02-08,34.13063430786133,35.554090798435645,33.49978212816549,35.26292994162465,13514197
88,2008-02-11,31.720462799072266,34.615906463642105,31.380773644651757,34.615906463642105,15133331
89,2008-02-12,31.154321670532227,32.88511780644265,30.89551072582172,32.67483514797002,10237627
90,2008-02-13,30.70140266418457,32.10868340504269,30.070552525595502,31.704292009285115,10395753
91,2008-02-14,33.386566162109375,33.726255415982585,31.380782832177644,31.380782832177644,12514003
92,2008-02-15,34.34093475341797,34.61592185640997,32.36750331703438,33.25716463452521,12080990
93,2008-02-18,34.14681625366211,35.117357791054864,33.85565532821889,35.117357791054864,6977153
94,2008-02-19,33.774784088134766,34.842378027181915,33.515973103825736,34.761499731708106,7226542
95,2008-02-20,32.93363571166992,33.46743356380555,32.56159657948475,33.45125747241418,5604999
96,2008-02-21,33.16010665893555,33.72625467157349,32.75571522133701,33.46744371271764,3874365
97,2008-02-22,32.739532470703125,32.94981509792866,31.72046493870277,32.06015411603622,2691220
98,2008-02-25,33.01451110839844,33.41890238825778,32.22190463866676,33.127741544344296,6270186
99,2008-02-26,33.143924713134766,33.6130182591669,32.98216816664344,33.32185735306794,7139423
100,2008-02-27,35.085018157958984,36.81581262343166,33.62920862182231,33.62920862182231,43223132
101,2008-02-28,36.071712493896484,36.34669945363726,34.93941686149152,35.424686418236504,35763847
102,2008-02-29,35.55409240722656,36.55698374866786,34.97177066725502,35.84525547117563,16477462
103,2008-03-03,34.06593704223633,35.19823510586223,33.67772175428772,34.0012348599055,10049153
104,2008-03-04,33.19245529174805,34.421805650254555,32.35132245253276,34.2924012731334,11485198
105,2008-03-05,33.80712890625,33.96888546189783,32.38366990017093,33.354209234057876,8581053
106,2008-03-07,32.07633590698242,33.321862380468566,30.733755052165794,33.321862380468566,14251925
107,2008-03-10,31.9625301361084,32.190136675314314,30.12541753491607,32.125106550553156,11713659
108,2008-03-11,34.59626388549805,34.921416666956674,30.95455317417813,31.70240280746623,19665129
109,2008-03-12,33.71834945678711,35.76681227763081,33.3931966980844,35.539205787555574,12262350
110,2008-03-13,29.08492088317871,33.165590713149726,28.288297053240463,32.840437949494664,47000084
111,2008-03-14,31.084609985351562,31.214670201594725,29.296269884050535,29.897801140529154,35798540
112,2008-03-17,29.865293502807617,30.4993410499321,29.231245955683136,30.4993410499321,19211273
113,2008-03-18,30.12541961669922,30.710695190161925,29.328793366802927,29.816522643841196,12632937
114,2008-03-19,30.304243087768555,33.75086073370582,30.10915056598133,31.53982170881067,16449023
115,2008-03-24,30.596885681152344,31.442283835003582,29.930322006586962,31.442283835003582,11636914
116,2008-03-25,31.75118637084961,31.94627677395921,30.82449978955578,31.393517324189236,13232423
117,2008-03-26,31.556093215942383,32.320203345531205,31.214682260060485,31.539835131360572,11448313
118,2008-03-27,32.12510681152344,32.43400376554482,31.084618191641226,31.084618191641226,17425122
119,2008-03-28,32.190128326416016,32.43399508991712,31.344732513617103,32.27141651255533,11599511
120,2008-03-31,31.9625301361084,32.336457212381596,31.539831017535263,32.190136675314314,9914705
121,2008-04-01,32.02755355834961,32.482768746580696,31.621112607295043,32.190129938771435,6034588
122,2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
123,2008-04-03,32.28767776489258,32.77540692967545,32.027555102658376,32.62908862125726,3883474
124,2008-04-04,32.12510681152344,32.499033890834255,31.507317313648183,32.499033890834255,5906537
125,2008-04-07,31.995046615600586,32.32019944768696,31.621119535650998,32.173881114264844,4088729
126,2008-04-08,31.182159423828125,32.011299450747785,30.954552919694965,31.946267130923964,5753811
127,2008-04-09,31.263450622558594,31.539829188032797,30.905781649493594,31.27970870407675,3776374
128,2008-04-10,31.881244659423828,32.1088512181236,31.10087868528634,31.21468086209426,7075297
129,2008-04-11,32.02755355834961,32.35270631919326,31.702400797505955,32.190129938771435,4012660
130,2008-04-15,32.515289306640625,32.67786570907215,31.279708207144267,31.832467534394755,6362785
131,2008-04-16,32.07632827758789,33.06804465408178,31.946265848245805,32.84043815908728,4725794
132,2008-04-17,33.31192398071289,34.07603199551759,32.20640276459512,32.56407184732704,14831167
133,2008-04-21,33.84841537475586,34.433690879936364,33.4907486030393,33.81590141646362,7639361
134,2008-04-22,34.40117263793945,34.7913577545394,33.49074657942892,33.81589937320654,8814769
135,2008-04-23,34.43368911743164,34.840130113408165,33.97847608397135,34.466205279143175,5265604
136,2008-04-24,33.21436309814453,34.85638501304485,32.921726489782756,34.79135490064038,8801780
137,2008-04-25,33.49074935913086,33.96222050822339,33.03553408700963,33.81590217989587,4095990
138,2008-04-28,33.62081527709961,34.271121028333596,33.49075500888644,33.5232689733977,4708244
139,2008-04-29,34.09227752685547,34.41743031683708,33.65332258343039,33.81589897842119,6497143
140,2008-04-30,34.31987380981445,34.75883082749222,34.141041592692154,34.43367813442212,6331377
141,2008-05-02,34.628780364990234,35.60423871836083,34.5637480440321,34.84012879285382,5658418
142,2008-05-05,34.46621322631836,35.27909540570473,34.23860445202295,35.084002800618386,7642293
143,2008-05-06,34.17356872558594,34.85639052654836,33.97847835751359,34.189826807529556,5061166
144,2008-05-07,33.68583679199219,34.36865853810751,33.16559364717035,34.14105202443024,4303106
145,2008-05-08,33.27939987182617,33.62081078664135,33.08430949556305,33.42571820529446,3642073
146,2008-05-09,33.08430862426758,33.945962724842666,32.58032130663073,32.840444006548175,8621761
147,2008-05-12,33.08430862426758,33.32817324198699,32.35271256602565,33.08430862426758,4890395
148,2008-05-13,33.18185806274414,33.4257227198226,32.90547944110567,33.23063231721027,5056766
149,2008-05-14,33.23062515258789,33.409459636904984,32.51528942040309,32.51528942040309,2982486
150,2008-05-15,33.24687957763672,33.62080438138234,32.51528584459092,32.51528584459092,2646760
151,2008-05-16,33.50700378417969,33.604550067199064,33.10056277583529,33.49074790791279,4422288
152,2008-05-20,33.44196319580078,33.57202560080879,33.10055241464376,33.165584719689214,3464912
153,2008-05-21,33.6533203125,34.14104946456039,32.67786200837923,32.67786200837923,3419088
154,2008-05-22,33.19810485839844,33.3606812411659,32.84043813936002,32.84043813936002,3558000
155,2008-05-23,32.64535140991211,33.45823346846815,32.515291162576624,33.00302039771025,4417028
156,2008-05-26,32.4014892578125,32.59658184874426,30.88952719080107,30.88952719080107,2605807
157,2008-05-27,31.426029205322266,32.80792874370652,31.279710871686568,32.45025974585591,3316550
158,2008-05-28,32.58031463623047,32.775404967413536,30.987064803610863,31.539824049587764,4505700
159,2008-05-29,33.116825103759766,33.49075220243548,32.15762464208533,32.92173471778815,11026212
160,2008-05-30,32.0600700378418,33.32816714089359,31.93000981423391,33.198104712202394,4023430
161,2008-06-02,30.69443702697754,32.51529387189863,30.23922171320532,31.86498596578347,4431595
162,2008-06-03,29.556392669677734,30.564364863319483,29.280011952422548,30.239212115999592,6240766
163,2008-06-04,28.645967483520508,29.735227976065165,28.46713301307783,29.426333275346035,5762089
164,2008-06-05,28.59718894958496,28.808539548404898,27.637988831337342,28.613447027199275,9721099
165,2008-06-06,28.28829574584961,29.47510460139022,27.881854810065125,28.450872120163403,6317089
166,2008-06-09,27.89811134338379,28.580932959717106,26.662530526014628,27.96314144849099,6500809
167,2008-06-10,27.70302391052246,27.930632627821666,27.068976410391702,27.637993793472752,6717902
168,2008-06-11,27.83308219909668,28.288295155644487,27.637989671957246,27.963142413800867,2586175
169,2008-06-12,28.028175354003906,28.190751741357563,26.662534141249864,27.47541607801815,3244212
170,2008-06-13,27.84933853149414,28.255779433321273,27.55669975912879,27.979398738045614,4248430
171,2008-06-16,28.82480239868164,29.263757336449554,27.995662353897636,28.09320863065166,4354615
172,2008-06-17,29.68645668029785,29.91406319149169,28.32081540805136,29.231243657910177,4736084
173,2008-06-18,29.653942108154297,30.30424992582386,29.58891198791242,29.58891198791242,5055019
174,2008-06-19,29.019886016845703,29.58890326001427,28.548415027808336,29.068660246452776,4221271
175,2008-06-20,28.353330612182617,29.377563265273338,27.979405770550443,29.26375890212429,3837789
176,2008-06-23,27.361608505249023,28.223264579884006,27.085230002318763,28.12571831793322,4516050
177,2008-06-24,26.51622200012207,27.76806135589979,26.23984119531383,27.36161808791195,5238203
178,2008-06-25,25.78462791442871,26.32112923183986,25.199352346744995,26.01223446711575,3933879
179,2008-06-26,27.24781608581543,28.418367236421414,25.930946592654674,25.930946592654674,18253250
180,2008-06-27,26.04473876953125,26.922652898002145,25.89842048314712,26.33737754738257,6821283
181,2008-06-30,25.524503707885742,26.272355656075224,24.792909842173287,26.028491034171072,4596315
182,2008-07-01,23.719898223876953,25.524496346532032,22.80947012365534,25.524496346532032,6202295
183,2008-07-02,24.76039695739746,25.020519696238868,22.97205615985335,23.736166291746724,5245963
184,2008-07-03,24.110082626342773,24.760388139306396,23.411005081940182,24.54903972962652,4726793
185,2008-07-04,24.435237884521484,24.906708988673003,23.57358387366124,23.73616026854683,4862814
186,2008-07-07,24.971738815307617,25.979713333913715,24.760390386446723,24.760390386446723,5528014
187,2008-07-08,25.703336715698242,26.337384254895177,23.085853946151765,23.085853946151765,8354280
188,2008-07-09,27.491676330566406,27.605478487658257,26.044744604694348,26.044744604694348,6860769
189,2008-07-10,28.694744110107422,29.036155025567222,26.72756903063311,27.491679069753438,7216175
190,2008-07-11,27.329103469848633,29.32879256929659,27.117752799162076,28.971125765577845,6040791
191,2008-07-14,27.345354080200195,28.32081462492689,26.662534565499946,26.662534565499946,5942149
192,2008-07-15,26.207313537597656,26.955165206460606,26.01222323599184,26.662528651510417,3693378
193,2008-07-16,25.49198341369629,26.662534291261867,25.05302628333835,26.207319081060415,6973872
194,2008-07-17,26.79259490966797,26.987687460461903,26.012229116659075,26.012229116659075,5038238
195,2008-07-18,28.28829574584961,28.515902228872278,26.483697549949866,27.28032134307081,5983177
196,2008-07-21,29.88155174255371,30.060386232453347,28.30455970218918,28.776030844591016,8754188
197,2008-07-22,31.100873947143555,31.37725251021484,29.6214282333591,29.88155092013718,12631056
198,2008-07-23,33.295658111572266,33.94596377901896,31.89750048554512,32.4827760272639,12798869
199,2008-07-24,32.12510681152344,33.913447384943524,30.12541777964175,30.12541777964175,10764301
200,2008-07-25,32.190128326416016,33.230618873065715,30.970805534326377,31.78368739571947,10710381
201,2008-07-28,31.930002212524414,32.82417210092896,31.572333375129478,32.19012259781224,5533881
202,2008-07-29,30.645662307739258,31.702409055756075,30.40179767358153,31.21467978744062,5145929
203,2008-07-30,31.930002212524414,32.19012259781224,30.922028001744348,30.922028001744348,7354746
204,2008-07-31,30.8082332611084,32.48277144142675,30.401792276334543,32.48277144142675,6006517
205,2008-08-01,31.702411651611328,31.832474123528865,29.263765110352928,30.320511944898232,4699412
206,2008-08-04,31.897493362426758,32.482768773446054,31.068353380573036,31.068353380573036,4301346
207,2008-08-05,33.32816696166992,33.5720315334358,31.7024009448141,32.02755370716861,9161115
208,2008-08-06,32.48276138305664,34.51496567764865,32.25515494307889,34.51496567764865,8616591
209,2008-08-07,32.4014892578125,33.133083166180775,31.393514546471547,31.393514546471547,4809365
210,2008-08-08,31.848731994628906,32.64535608508233,31.734927608099547,32.027564309055,4883824
211,2008-08-11,32.14137268066406,32.61284395958546,31.89750799793737,32.255177081303565,2714705
212,2008-08-12,31.588607788085938,32.515294306474466,31.344743146939898,32.35271567395985,5801276
213,2008-08-13,31.718664169311523,32.02755890264017,30.970812253563878,31.214676864889178,2754609
214,2008-08-14,30.954561233520508,31.86498749457688,30.8895288962302,31.539834628461318,2566362
215,2008-08-18,30.596885681152344,31.539827909992663,30.304249046018043,30.88952231628664,2963058
216,2008-08-19,30.027873992919922,30.726951756967708,29.410082238448812,30.548119448781495,2941144
217,2008-08-20,30.36928367614746,30.61314831001667,30.157933003743832,30.239221215033567,3319410
218,2008-08-21,30.044126510620117,30.5481137891595,29.686457550344805,30.23921686661103,4138486
219,2008-08-22,29.735233306884766,31.084618912061874,28.9711254581283,31.084618912061874,4139879
220,2008-08-25,30.060382843017578,30.46682381737805,29.84903221330008,30.46682381737805,2034227
221,2008-08-26,30.10915184020996,30.206698105231762,29.556392611864005,29.75148293682442,1489491
222,2008-08-27,29.507625579833984,30.48308405800201,29.34504916680598,30.271735603099096,4297168
223,2008-08-28,29.068666458129883,29.914062362725883,28.694739438236386,29.58890958286202,7382078
224,2008-08-29,30.27173614501953,30.385540518209936,29.458854065327408,29.58891431604464,2219080
225,2008-09-01,30.255355834960938,30.386401392507945,29.649265132280807,30.20621208453907,3417069
226,2008-09-02,31.84429168701172,31.975337231399976,30.206209051425922,30.4683023619912,5030404
227,2008-09-04,31.17267417907715,31.7460022486107,30.910580902932686,31.483908972466242,2813325
228,2008-09-05,30.48468017578125,30.82867746827824,30.14068288328426,30.795914974978142,3330688
229,2008-09-08,32.09000778198242,33.384091027157815,31.778770686815356,32.106386810747814,8377948
230,2008-09-09,32.204673767089844,32.466767124223786,31.467537449907034,32.090009450823786,3737279
231,2008-09-10,31.926193237304688,32.466758843314125,31.61495620533526,32.04085752432469,3847698
232,2008-09-11,31.07438850402832,31.778762091247447,30.828676477539542,31.778762091247447,2567354
233,2008-09-12,31.385623931884766,32.23742652976112,30.87781862245034,31.287338674931576,6093354
234,2008-09-15,29.403549194335938,30.714013485320667,28.51898624227898,30.23897062419644,6770268
235,2008-09-16,29.97687339782715,30.238966666075203,27.84736920371783,28.256889241046544,4654621
236,2008-09-17,29.20697784423828,30.402775496601635,28.83021806671574,30.402775496601635,4674190
237,2008-09-18,29.141456604003906,29.71478474532197,27.044714575899047,28.830221771646134,6603710
238,2008-09-19,30.910587310791016,31.074395364615647,29.485456353801116,29.829453711190634,9821730
239,2008-09-22,30.23897933959961,33.08924177141787,29.993267214221433,31.778774880944955,4162514
240,2008-09-23,29.87859344482422,30.550206869541867,29.321646539615237,29.87859344482422,6569683
241,2008-09-24,30.566585540771484,30.894201601125697,29.583737359708852,29.976876187776185,5730103
242,2008-09-25,29.61650276184082,30.779540334628607,28.912126829859208,30.648492564549116,10926783
243,2008-09-26,29.141456604003906,29.7803097389036,28.63365345626747,29.7803097389036,4967945
244,2008-09-29,28.060317993164062,29.976870232410498,27.51975026789853,29.976870232410498,7859964
245,2008-09-30,28.10946273803711,29.157833599164334,26.536905335452058,26.536905335452058,6616439
246,2008-10-01,29.04317283630371,29.321645164958472,27.89651436034102,28.46984470921671,3743739
247,2008-10-03,29.45269012451172,29.813066437030187,28.666410291966155,29.19059684699653,4681406
248,2008-10-06,28.84660530090332,29.485456264527347,28.256895864562324,29.125079880277625,5560277
249,2008-10-07,29.79669761657715,30.43555094124732,28.830230335625274,28.830230335625274,9928258
250,2008-10-08,29.567358016967773,29.813070078061415,27.552517782926664,28.79746155861428,9985473
251,2008-10-10,29.387161254882812,30.058774495443853,27.20851575591386,29.45268623194296,9025179
252,2008-10-13,29.97687339782715,30.20620417437355,29.338022583952032,29.534593090585172,6805621
253,2008-10-14,29.256135940551758,31.090787685399984,29.026805027893158,30.14069930182905,5099383
254,2008-10-15,29.010414123535156,29.632883853975294,28.699179258315088,29.092318152371437,5495022
255,2008-10-16,27.896514892578125,28.60089079522557,27.35594925115527,28.60089079522557,6651066
256,2008-10-17,25.799772262573242,28.666412884485155,25.423012447763043,28.469844574912972,5586092
257,2008-10-20,26.094621658325195,27.126613449995528,25.275581611819373,25.898053380236792,7922965
258,2008-10-21,26.30757713317871,27.68356416202785,25.554059739207702,26.356718654220646,8047276
259,2008-10-22,24.86606788635254,26.24205506861856,24.620355810169716,26.04548674074563,5408099
260,2008-10-23,23.65388298034668,24.472923034340425,23.293504467874097,24.243592263579846,6641370
261,2008-10-24,20.59067726135254,23.260747593350317,20.31220268704112,22.933131492649295,9905588
262,2008-10-27,19.001739501953125,20.312203988737615,17.03604277177639,20.213918707870974,12878172
263,2008-10-29,21.508005142211914,22.867611220245312,19.656972637540342,21.622669456936553,13094201
264,2008-10-31,22.883989334106445,23.588365264229108,21.753714262268705,22.63827726536829,8097887
265,2008-11-03,23.588367462158203,24.21083720558014,22.769324934925045,24.178074704646765,4951148
266,2008-11-04,24.62035369873047,24.816924231534408,23.146081368067,23.260745660712058,4515828
267,2008-11-05,23.71940803527832,25.816152109445646,23.26074422759083,25.816152109445646,6145587
268,2008-11-06,22.933124542236328,24.489302770719313,22.4580817845503,23.260740543645756,4896229
269,2008-11-07,24.718639373779297,25.455775551297315,22.60551388746333,22.76932192691178,8250147
270,2008-11-10,25.27558708190918,25.848915238541743,24.7186401741096,25.48853665137147,3775177
271,2008-11-11,24.980724334716797,26.02909499254843,24.407396388207058,25.390244296509465,8900004
272,2008-11-12,23.9323673248291,25.521306718937463,23.637513645533893,25.521306718937463,5705390
273,2008-11-14,23.850460052490234,24.89883348550636,23.555606413072674,23.7194144842578,4038880
274,2008-11-17,24.833301544189453,25.652343893163174,22.605511953888055,25.652343893163174,5361538
275,2008-11-18,23.490079879760742,24.767781742358096,23.031416020575147,24.767781742358096,6392448
276,2008-11-19,22.9167423248291,24.325491378857002,22.621886631592808,23.58835547844811,5606729
277,2008-11-20,22.671037673950195,23.096936776415614,21.70456851521614,22.933128745686265,5080395
278,2008-11-21,24.112545013427734,24.866062322820902,21.950278338088808,22.523606387572332,8350092
279,2008-11-24,24.718639373779297,25.11177822409783,23.490079077915937,24.833303668319974,5420119
280,2008-11-25,24.112545013427734,25.275582358166275,23.91597672953499,24.98072882143296,5453771
281,2008-11-26,24.653121948242188,25.029879631955815,23.67027349842659,24.374647332078748,5246053
282,2008-11-27,24.653121948242188,24.653121948242188,24.653121948242188,24.653121948242188,0
283,2008-11-28,24.25997543334961,24.735020523283637,23.29350844882184,23.915980329312863,8464961
284,2008-12-01,24.06340789794922,25.68510709009052,23.96512262713697,24.735021323079312,5733003
285,2008-12-02,23.850460052490234,24.112553410744265,23.09694248068083,23.883222555442924,5879324
286,2008-12-03,24.571212768554688,24.88244760150399,23.342652463395265,24.07978864649092,6430656
287,2008-12-04,25.75063133239746,25.881679108219434,21.786475550536103,21.786475550536103,4648185
288,2008-12-05,25.439393997192383,26.667954278287443,24.587591313584323,24.587591313584323,5338962
289,2008-12-08,25.504915237426758,26.340336622800425,24.407402785243644,26.12738707557061,11709287
290,2008-12-10,25.09539222717285,26.700712043077644,24.73501594165094,26.700712043077644,11172070
291,2008-12-11,24.81692886352539,25.5376839153517,24.423787724539128,25.5376839153517,9867592
292,2008-12-12,24.047021865844727,24.325496374121588,23.522835340307694,24.210829877351504,9847702
293,2008-12-15,24.44016456604004,24.980732423720273,24.243596253801623,24.866065908573,5741641
294,2008-12-16,25.37386703491211,25.685101810350563,23.2607419230762,24.571208228216623,9183505
295,2008-12-17,25.341108322143555,26.045484205031613,24.6694949349391,26.045484205031613,8720755
296,2008-12-18,26.094621658325195,26.373096162852505,24.767776338628096,24.767776338628096,12640018
297,2008-12-19,27.355955123901367,27.68357127310537,26.061871778903424,26.864530900095374,10050607
298,2008-12-22,27.372331619262695,27.60166243949711,26.422243618593214,26.422243618593214,6524631
299,2008-12-23,26.815380096435547,27.634420254167463,26.618811791653062,27.192139902065403,5151765
300,2008-12-24,26.356721878051758,27.17576214085607,22.114091539294286,22.114091539294286,13318746
301,2008-12-26,26.405860900878906,27.79822921559963,25.717868478443055,27.79822921559963,5480531
302,2008-12-29,26.96281623840332,27.175765847058724,25.88168249969995,26.700722874204136,3418418
303,2008-12-30,26.913663864135742,27.355946413448898,25.914434482872004,26.89728261753368,4868199
304,2008-12-31,27.241287231445312,27.65080739763283,26.635198718561245,27.65080739763283,4396180
305,2009-01-02,27.634424209594727,28.09308809664819,27.110239766690828,28.09308809664819,3976548
306,2009-01-05,27.01195526123047,28.093088899435816,26.667957891557542,28.093088899435816,4505326
